category,sku,name,price_text,product_url,image_url
LED Batten,,"Neo Slim LED Batten , 2ft 20 Wattage 3000K, Warm White",Rs. 250,https://polycab.com/neo-slim-led-batten-2ft-20-wattage-3000k-warm-white/c-4988/p-54165,https://cms.polycab.com/media/ouxn3wts/lp0101020ww_img_01.png?format=webp
Outdoor Lights,,"Gleer LED Flood Light 100 Wattage Surface Mount Type 6500K, Cool White",Rs. 3850,https://polycab.com/gleer-led-flood-light-100-wattage-surface-mount-type-6500k-cool-white/c-52944/p-54256,https://cms.polycab.com/media/t1pnhb43/lp1701100cw_img_01.png?format=webp
Outdoor Lights,,"Gleer LED Flood Light 100 Wattage Surface Mount Type 4000K, Daylight/Neutral White",Rs. 3850,https://polycab.com/gleer-led-flood-light-100-wattage-surface-mount-type-4000k-daylightneutral-white/c-52944/p-54257,https://cms.polycab.com/media/n1sdcprg/lp1701100nw_img_01.png?format=webp
Outdoor Lights,,"Gleer LED Flood Light 100 Wattage Surface Mount Type 3000K, Warm White",Rs. 3850,https://polycab.com/gleer-led-flood-light-100-wattage-surface-mount-type-3000k-warm-white/c-52944/p-54258,https://cms.polycab.com/media/ildaa0fv/lp1701100ww_img_01.png?format=webp
Outdoor Lights,,"Vigaro Clear LED Gate Light 20 Wattage Pole Mount Type 6500K, Cool White",Rs. 2495,https://polycab.com/vigaro-clear-led-gate-light-20-wattage-pole-mount-type-6500k-cool-white/c-52944/p-54240,https://cms.polycab.com/media/z05cpsib/lp1801020cw_img_01.png?format=webp
Outdoor Lights,,"Vigaro Clear LED Gate Light 20 Wattage Pole Mount Type 4000K, Daylight/Neutral White",Rs. 2495,https://polycab.com/vigaro-clear-led-gate-light-20-wattage-pole-mount-type-4000k-daylightneutral-white/c-52944/p-54241,https://cms.polycab.com/media/gyljj2xw/lp1801020nw_img_01.png?format=webp
Outdoor Lights,,"Vigaro Clear LED Gate Light 20 Wattage Pole Mount Type 3000K, Warm White",Rs. 2495,https://polycab.com/vigaro-clear-led-gate-light-20-wattage-pole-mount-type-3000k-warm-white/c-52944/p-54242,https://cms.polycab.com/media/ubci3g4w/lp1801020ww_img_01.png?format=webp
Outdoor Lights,,"Gleer LED Flood Light 50 Wattage Surface Mount Type 6500K, Cool White",Rs. 2150,https://polycab.com/gleer-led-flood-light-50-wattage-surface-mount-type-6500k-cool-white/c-52944/p-54253,https://cms.polycab.com/media/tsppyb32/lp1701050cw_img_01.png?format=webp
Outdoor Lights,,"Gleer LED Flood Light 50 Wattage Surface Mount Type 4000K, Daylight/Neutral White",Rs. 2150,https://polycab.com/gleer-led-flood-light-50-wattage-surface-mount-type-4000k-daylightneutral-white/c-52944/p-54254,https://cms.polycab.com/media/n4vgqksc/lp1701050nw_img_01.png?format=webp
Outdoor Lights,,"Gleer LED Flood Light 50 Wattage Surface Mount Type 3000K, Warm White",Rs. 2150,https://polycab.com/gleer-led-flood-light-50-wattage-surface-mount-type-3000k-warm-white/c-52944/p-54255,https://cms.polycab.com/media/3atd444k/lp1701050ww_img_01.png?format=webp
Outdoor Lights,,"Vigaro Opal LED Gate Light 24 Wattage Pole Mount Type 6500K, Cool White",Rs. 1995,https://polycab.com/vigaro-opal-led-gate-light-24-wattage-pole-mount-type-6500k-cool-white/c-52944/p-54244,https://cms.polycab.com/media/xs0h3f1z/lp1802024cw_img_01.png?format=webp
